"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","view_history","phase","trial_name","trial_num","key_selected","card_selected","reward","question_order","type_of_trial","block_type","block","index_right","index_left","prob_selected","prob_unselected"
"html-keyboard-response","788","1015319","0.0-5.0-2.0-1.3-3.157","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/58.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","7","1","35","1","","2","0","3","35","34","0.5","0.5"
"html-keyboard-response","789","1016226","0.0-5.0-2.0-1.3-0.158","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","790","1016839","0.0-5.0-2.0-1.3-1.158","5c71b17c891e3200012477a2","","","","","","611","<img class='card_left' src='images/old/1.jpg'><img class='card_right' src='images/old/2.jpg'><div class=""fixation"">+</div>","k","","exp","cards","8","","","","","0","0","","","","",""
"html-keyboard-response","791","1017351","0.0-5.0-2.0-1.3-2.158","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/2.jpg'><div class=""fixation"">+</div>","null","","exp","choice","8","1","1","","","0","0","","1","0","",""
"html-keyboard-response","792","1018105","0.0-5.0-2.0-1.3-3.158","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/2.jpg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","8","1","1","0","","0","0","3","1","0","0.35","0.25"
"html-keyboard-response","793","1019012","0.0-5.0-2.0-1.3-0.159","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","794","1019473","0.0-5.0-2.0-1.3-1.159","5c71b17c891e3200012477a2","","","","","","460","<img class='card_left' src='images/old/2.jpg'><img class='card_right' src='images/old/1.jpg'><div class=""fixation"">+</div>","s","","exp","cards","9","","","","","0","0","","","","",""
"html-keyboard-response","795","1019989","0.0-5.0-2.0-1.3-2.159","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/2.jpg'><div class=""fixation"">+</div>","null","","exp","choice","9","0","1","","","0","0","","0","1","",""
"html-keyboard-response","796","1020746","0.0-5.0-2.0-1.3-3.159","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/2.jpg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","9","0","1","0","","0","0","3","0","1","0.35","0.25"
"html-keyboard-response","797","1021655","0.0-5.0-2.0-1.3-0.160","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","798","1022652","0.0-5.0-2.0-1.3-1.160","5c71b17c891e3200012477a2","","","","","","995","<img class='card_left' src='images/old/4.jpg'><img class='card_right' src='images/old/3.jpg'><div class=""fixation"">+</div>","k","","exp","cards","10","","","","","1","0","","","","",""
"html-keyboard-response","799","1023165","0.0-5.0-2.0-1.3-2.160","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/3.jpg'><div class=""fixation"">+</div>","null","","exp","choice","10","1","2","","","1","0","","2","3","",""
"html-keyboard-response","800","1023921","0.0-5.0-2.0-1.3-3.160","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/3.jpg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","10","1","2","0","","1","0","3","2","3","0.25","0.35"
"html-keyboard-response","801","1024834","0.0-5.0-2.0-1.3-0.161","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","802","1025451","0.0-5.0-2.0-1.3-1.161","5c71b17c891e3200012477a2","","","","","","615","<img class='card_left' src='images/old/2.jpg'><img class='card_right' src='images/old/1.jpg'><div class=""fixation"">+</div>","s","","exp","cards","11","","","","","0","0","","","","",""
"html-keyboard-response","803","1025956","0.0-5.0-2.0-1.3-2.161","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/2.jpg'><div class=""fixation"">+</div>","null","","exp","choice","11","0","1","","","0","0","","0","1","",""
"html-keyboard-response","804","1026717","0.0-5.0-2.0-1.3-3.161","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/2.jpg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","11","0","1","0","","0","0","3","0","1","0.35","0.25"
"html-keyboard-response","805","1027625","0.0-5.0-2.0-1.3-0.162","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","806","1028171","0.0-5.0-2.0-1.3-1.162","5c71b17c891e3200012477a2","","","","","","545","<img class='card_left' src='images/old/2.jpg'><img class='card_right' src='images/old/1.jpg'><div class=""fixation"">+</div>","k","","exp","cards","12","","","","","0","0","","","","",""
"html-keyboard-response","807","1028677","0.0-5.0-2.0-1.3-2.162","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/1.jpg'><div class=""fixation"">+</div>","null","","exp","choice","12","1","0","","","0","0","","0","1","",""
"html-keyboard-response","808","1029433","0.0-5.0-2.0-1.3-3.162","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/1.jpg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","12","1","0","0","","0","0","3","0","1","0.25","0.35"
"html-keyboard-response","809","1030343","0.0-5.0-2.0-1.3-0.163","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","810","1031012","0.0-5.0-2.0-1.3-1.163","5c71b17c891e3200012477a2","","","","","","668","<img class='card_left' src='images/old/4.jpg'><img class='card_right' src='images/old/3.jpg'><div class=""fixation"">+</div>","k","","exp","cards","13","","","","","1","0","","","","",""
"html-keyboard-response","811","1031514","0.0-5.0-2.0-1.3-2.163","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/3.jpg'><div class=""fixation"">+</div>","null","","exp","choice","13","1","2","","","1","0","","2","3","",""
"html-keyboard-response","812","1032272","0.0-5.0-2.0-1.3-3.163","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/3.jpg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","13","1","2","0","","1","0","3","2","3","0.25","0.35"
"html-keyboard-response","813","1033186","0.0-5.0-2.0-1.3-0.164","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","814","1033775","0.0-5.0-2.0-1.3-1.164","5c71b17c891e3200012477a2","","","","","","587","<img class='card_left' src='images/old/3.jpg'><img class='card_right' src='images/old/4.jpg'><div class=""fixation"">+</div>","s","","exp","cards","14","","","","","1","0","","","","",""
"html-keyboard-response","815","1034284","0.0-5.0-2.0-1.3-2.164","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/3.jpg'><div class=""fixation"">+</div>","null","","exp","choice","14","0","2","","","1","0","","3","2","",""
"html-keyboard-response","816","1035042","0.0-5.0-2.0-1.3-3.164","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/3.jpg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","14","0","2","0","","1","0","3","3","2","0.25","0.35"
"html-keyboard-response","817","1035955","0.0-5.0-2.0-1.3-0.165","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","818","1036763","0.0-5.0-2.0-1.3-1.165","5c71b17c891e3200012477a2","","","","","","807","<img class='card_left' src='images/old/2.jpg'><img class='card_right' src='images/old/1.jpg'><div class=""fixation"">+</div>","k","","exp","cards","15","","","","","0","0","","","","",""
"html-keyboard-response","819","1037271","0.0-5.0-2.0-1.3-2.165","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/1.jpg'><div class=""fixation"">+</div>","null","","exp","choice","15","1","0","","","0","0","","0","1","",""
"html-keyboard-response","820","1038030","0.0-5.0-2.0-1.3-3.165","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/1.jpg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","15","1","0","0","","0","0","3","0","1","0.25","0.35"
"html-keyboard-response","821","1038941","0.0-5.0-2.0-1.3-0.166","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","822","1039489","0.0-5.0-2.0-1.3-1.166","5c71b17c891e3200012477a2","","","","","","546","<img class='card_left' src='images/catch_trial/51.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/catch_trial/12.jpg' style='transform: rotate(180deg);'>","k","","exp","cards","16","","","","","2","0","","","","",""
"html-keyboard-response","823","1039993","0.0-5.0-2.0-1.3-2.166","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/12.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'>","null","","exp","choice","16","1","37","","","2","0","","37","36","",""
"html-keyboard-response","824","1040751","0.0-5.0-2.0-1.3-3.166","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/12.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","16","1","37","0","","2","0","3","37","36","0.5","0.5"
"html-keyboard-response","825","1041664","0.0-5.0-2.0-1.3-0.167","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","826","1042071","0.0-5.0-2.0-1.3-1.167","5c71b17c891e3200012477a2","","","","","","406","<img class='card_left' src='images/old/2.jpg'><img class='card_right' src='images/old/1.jpg'><div class=""fixation"">+</div>","s","","exp","cards","17","","","","","0","0","","","","",""
"html-keyboard-response","827","1042586","0.0-5.0-2.0-1.3-2.167","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/2.jpg'><div class=""fixation"">+</div>","null","","exp","choice","17","0","1","","","0","0","","0","1","",""
"html-keyboard-response","828","1043344","0.0-5.0-2.0-1.3-3.167","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/2.jpg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","17","0","1","0","","0","0","3","0","1","0.35","0.25"
"html-keyboard-response","829","1044259","0.0-5.0-2.0-1.3-0.168","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","830","1044860","0.0-5.0-2.0-1.3-1.168","5c71b17c891e3200012477a2","","","","","","600","<img class='card_left' src='images/catch_trial/47.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/catch_trial/63.jpg' style='transform: rotate(180deg);'>","s","","exp","cards","18","","","","","2","0","","","","",""
"html-keyboard-response","831","1045367","0.0-5.0-2.0-1.3-2.168","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/catch_trial/47.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'>","null","","exp","choice","18","0","38","","","2","0","","39","38","",""
"html-keyboard-response","832","1046124","0.0-5.0-2.0-1.3-3.168","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/catch_trial/47.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","18","0","38","0","","2","0","3","39","38","0.5","0.5"
"html-keyboard-response","833","1047031","0.0-5.0-2.0-1.3-0.169","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","834","1047655","0.0-5.0-2.0-1.3-1.169","5c71b17c891e3200012477a2","","","","","","622","<img class='card_left' src='images/old/2.jpg'><img class='card_right' src='images/old/1.jpg'><div class=""fixation"">+</div>","s","","exp","cards","19","","","","","0","0","","","","",""
"html-keyboard-response","835","1048160","0.0-5.0-2.0-1.3-2.169","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/2.jpg'><div class=""fixation"">+</div>","null","","exp","choice","19","0","1","","","0","0","","0","1","",""
"html-keyboard-response","836","1048915","0.0-5.0-2.0-1.3-3.169","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/2.jpg'><img class=reward src='images/won1-no-back1.png'>","null","","exp","reward","19","0","1","1","","0","0","3","0","1","0.35","0.25"
"html-keyboard-response","837","1049827","0.0-5.0-2.0-1.3-0.170","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","838","1050232","0.0-5.0-2.0-1.3-1.170","5c71b17c891e3200012477a2","","","","","","403","<img class='card_left' src='images/old/2.jpg'><img class='card_right' src='images/old/1.jpg'><div class=""fixation"">+</div>","s","","exp","cards","20","","","","","0","0","","","","",""
"html-keyboard-response","839","1050737","0.0-5.0-2.0-1.3-2.170","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/2.jpg'><div class=""fixation"">+</div>","null","","exp","choice","20","0","1","","","0","0","","0","1","",""
"html-keyboard-response","840","1051490","0.0-5.0-2.0-1.3-3.170","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/2.jpg'><img class=reward src='images/won1-no-back1.png'>","null","","exp","reward","20","0","1","1","","0","0","3","0","1","0.35","0.25"
"html-keyboard-response","841","1052399","0.0-5.0-2.0-1.3-0.171","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","842","1052989","0.0-5.0-2.0-1.3-1.171","5c71b17c891e3200012477a2","","","","","","588","<img class='card_left' src='images/catch_trial/62.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/catch_trial/16.jpg' style='transform: rotate(180deg);'>","s","","exp","cards","21","","","","","2","0","","","","",""
"html-keyboard-response","843","1053494","0.0-5.0-2.0-1.3-2.171","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/catch_trial/62.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'>","null","","exp","choice","21","0","40","","","2","0","","41","40","",""
"html-keyboard-response","844","1054252","0.0-5.0-2.0-1.3-3.171","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/catch_trial/62.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","21","0","40","0","","2","0","3","41","40","0.5","0.5"
"html-keyboard-response","845","1055161","0.0-5.0-2.0-1.3-0.172","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","846","1055656","0.0-5.0-2.0-1.3-1.172","5c71b17c891e3200012477a2","","","","","","494","<img class='card_left' src='images/old/2.jpg'><img class='card_right' src='images/old/1.jpg'><div class=""fixation"">+</div>","s","","exp","cards","22","","","","","0","0","","","","",""
"html-keyboard-response","847","1056164","0.0-5.0-2.0-1.3-2.172","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/2.jpg'><div class=""fixation"">+</div>","null","","exp","choice","22","0","1","","","0","0","","0","1","",""
"html-keyboard-response","848","1056918","0.0-5.0-2.0-1.3-3.172","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/2.jpg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","22","0","1","0","","0","0","3","0","1","0.35","0.25"
"html-keyboard-response","849","1057832","0.0-5.0-2.0-1.3-0.173","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","850","1058291","0.0-5.0-2.0-1.3-1.173","5c71b17c891e3200012477a2","","","","","","459","<img class='card_left' src='images/catch_trial/11.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/catch_trial/26.jpg' style='transform: rotate(180deg);'>","k","","exp","cards","23","","","","","2","0","","","","",""
"html-keyboard-response","851","1058804","0.0-5.0-2.0-1.3-2.173","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/26.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'>","null","","exp","choice","23","1","43","","","2","0","","43","42","",""
"html-keyboard-response","852","1059564","0.0-5.0-2.0-1.3-3.173","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/26.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","23","1","43","0","","2","0","3","43","42","0.5","0.5"
"html-keyboard-response","853","1060473","0.0-5.0-2.0-1.3-0.174","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","854","1061055","0.0-5.0-2.0-1.3-1.174","5c71b17c891e3200012477a2","","","","","","582","<img class='card_left' src='images/old/3.jpg'><img class='card_right' src='images/old/4.jpg'><div class=""fixation"">+</div>","s","","exp","cards","24","","","","","1","0","","","","",""
"html-keyboard-response","855","1061560","0.0-5.0-2.0-1.3-2.174","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/3.jpg'><div class=""fixation"">+</div>","null","","exp","choice","24","0","2","","","1","0","","3","2","",""
"html-keyboard-response","856","1062322","0.0-5.0-2.0-1.3-3.174","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/3.jpg'><img class=reward src='images/won1-no-back1.png'>","null","","exp","reward","24","0","2","1","","1","0","3","3","2","0.25","0.35"
"html-keyboard-response","857","1063236","0.0-5.0-2.0-1.3-0.175","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","858","1063844","0.0-5.0-2.0-1.3-1.175","5c71b17c891e3200012477a2","","","","","","606","<img class='card_left' src='images/catch_trial/1.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/catch_trial/10.jpg' style='transform: rotate(180deg);'>","s","","exp","cards","25","","","","","2","0","","","","",""
"html-keyboard-response","859","1064347","0.0-5.0-2.0-1.3-2.175","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/catch_trial/1.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'>","null","","exp","choice","25","0","44","","","2","0","","45","44","",""
"html-keyboard-response","860","1065104","0.0-5.0-2.0-1.3-3.175","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/catch_trial/1.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","25","0","44","1","","2","0","3","45","44","0.5","0.5"
"html-keyboard-response","861","1066017","0.0-5.0-2.0-1.3-0.176","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","862","1066615","0.0-5.0-2.0-1.3-1.176","5c71b17c891e3200012477a2","","","","","","597","<img class='card_left' src='images/old/2.jpg'><img class='card_right' src='images/old/1.jpg'><div class=""fixation"">+</div>","s","","exp","cards","26","","","","","0","0","","","","",""
"html-keyboard-response","863","1067129","0.0-5.0-2.0-1.3-2.176","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/2.jpg'><div class=""fixation"">+</div>","null","","exp","choice","26","0","1","","","0","0","","0","1","",""
"html-keyboard-response","864","1067886","0.0-5.0-2.0-1.3-3.176","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/2.jpg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","26","0","1","0","","0","0","3","0","1","0.35","0.25"
"html-keyboard-response","865","1068798","0.0-5.0-2.0-1.3-0.177","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","866","1069293","0.0-5.0-2.0-1.3-1.177","5c71b17c891e3200012477a2","","","","","","495","<img class='card_left' src='images/catch_trial/45.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/catch_trial/64.jpg' style='transform: rotate(180deg);'>","k","","exp","cards","27","","","","","2","0","","","","",""
"html-keyboard-response","867","1069801","0.0-5.0-2.0-1.3-2.177","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/64.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'>","null","","exp","choice","27","1","47","","","2","0","","47","46","",""
"html-keyboard-response","868","1070554","0.0-5.0-2.0-1.3-3.177","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/64.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","27","1","47","1","","2","0","3","47","46","0.5","0.5"
"html-keyboard-response","869","1071457","0.0-5.0-2.0-1.3-0.178","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","870","1071893","0.0-5.0-2.0-1.3-1.178","5c71b17c891e3200012477a2","","","","","","435","<img class='card_left' src='images/old/3.jpg'><img class='card_right' src='images/old/4.jpg'><div class=""fixation"">+</div>","s","","exp","cards","28","","","","","1","0","","","","",""
"html-keyboard-response","871","1072399","0.0-5.0-2.0-1.3-2.178","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/3.jpg'><div class=""fixation"">+</div>","null","","exp","choice","28","0","2","","","1","0","","3","2","",""
"html-keyboard-response","872","1073157","0.0-5.0-2.0-1.3-3.178","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/3.jpg'><img class=reward src='images/won1-no-back1.png'>","null","","exp","reward","28","0","2","1","","1","0","3","3","2","0.25","0.35"
"html-keyboard-response","873","1074064","0.0-5.0-2.0-1.3-0.179","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","874","1074645","0.0-5.0-2.0-1.3-1.179","5c71b17c891e3200012477a2","","","","","","580","<img class='card_left' src='images/catch_trial/2.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/catch_trial/34.jpg' style='transform: rotate(180deg);'>","k","","exp","cards","29","","","","","2","0","","","","",""
"html-keyboard-response","875","1075148","0.0-5.0-2.0-1.3-2.179","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/34.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'>","null","","exp","choice","29","1","49","","","2","0","","49","48","",""
"html-keyboard-response","876","1075903","0.0-5.0-2.0-1.3-3.179","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/catch_trial/34.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","29","1","49","1","","2","0","3","49","48","0.5","0.5"
"html-keyboard-response","877","1076813","0.0-5.0-2.0-1.3-0.180","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","878","1077460","0.0-5.0-2.0-1.3-1.180","5c71b17c891e3200012477a2","","","","","","646","<img class='card_left' src='images/old/1.jpg'><img class='card_right' src='images/old/2.jpg'><div class=""fixation"">+</div>","k","","exp","cards","30","","","","","0","0","","","","",""
"html-keyboard-response","879","1077974","0.0-5.0-2.0-1.3-2.180","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/2.jpg'><div class=""fixation"">+</div>","null","","exp","choice","30","1","1","","","0","0","","1","0","",""
"html-keyboard-response","880","1078729","0.0-5.0-2.0-1.3-3.180","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/2.jpg'><img class=reward src='images/zero_coins.png'>","null","","exp","reward","30","1","1","0","","0","0","3","1","0","0.35","0.25"
"html-keyboard-response","881","1079644","0.0-5.0-2.0-1.3-0.181","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","882","1080140","0.0-5.0-2.0-1.3-1.181","5c71b17c891e3200012477a2","","","","","","495","<img class='card_left' src='images/catch_trial/9.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/catch_trial/44.jpg' style='transform: rotate(180deg);'>","s","","exp","cards","31","","","","","2","0","","","","",""
"html-keyboard-response","883","1080654","0.0-5.0-2.0-1.3-2.181","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/catch_trial/9.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'>","null","","exp","choice","31","0","50","","","2","0","","51","50","",""
"html-keyboard-response","884","1081413","0.0-5.0-2.0-1.3-3.181","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/catch_trial/9.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'>","null","","exp","reward","31","0","50","0","","2","0","3","51","50","0.5","0.5"
"html-keyboard-response","885","1082316","0.0-5.0-2.0-1.3-0.182","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","886","1082839","0.0-5.0-2.0-1.3-1.182","5c71b17c891e3200012477a2","","","","","","522","<img class='card_left' src='images/old/2.jpg'><img class='card_right' src='images/old/1.jpg'><div class=""fixation"">+</div>","k","","exp","cards","32","","","","","0","0","","","","",""
"html-keyboard-response","887","1083351","0.0-5.0-2.0-1.3-2.182","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/1.jpg'><div class=""fixation"">+</div>","null","","exp","choice","32","1","0","","","0","0","","0","1","",""
"html-keyboard-response","888","1084105","0.0-5.0-2.0-1.3-3.182","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/1.jpg'><img class=reward src='images/won1-no-back1.png'>","null","","exp","reward","32","1","0","1","","0","0","3","0","1","0.25","0.35"
"html-keyboard-response","889","1085014","0.0-5.0-2.0-1.3-0.183","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","890","1085587","0.0-5.0-2.0-1.3-1.183","5c71b17c891e3200012477a2","","","","","","573","<img class='card_left' src='images/old/4.jpg'><img class='card_right' src='images/old/3.jpg'><div class=""fixation"">+</div>","k","","exp","cards","33","","","","","1","0","","","","",""
"html-keyboard-response","891","1086094","0.0-5.0-2.0-1.3-2.183","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/3.jpg'><div class=""fixation"">+</div>","null","","exp","choice","33","1","2","","","1","0","","2","3","",""
"html-keyboard-response","892","1086857","0.0-5.0-2.0-1.3-3.183","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/3.jpg'><img class=reward src='images/won1-no-back1.png'>","null","","exp","reward","33","1","2","1","","1","0","3","2","3","0.25","0.35"
"html-keyboard-response","893","1087768","0.0-5.0-2.0-1.3-0.184","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","894","1088237","0.0-5.0-2.0-1.3-1.184","5c71b17c891e3200012477a2","","","","","","468","<img class='card_left' src='images/catch_trial/22.jpg' style='transform: rotate(180deg);'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/catch_trial/52.jpg' style='transform: rotate(180deg);'>","k","","exp","cards","34","","","","","2","0","","","","",""
